date,protocol,chain,loss_usd,vector_category,is_technical,description,source_file
2023-07-22,Conic Finance 02,Ethereum,934000.0,Price Manipulation,True,src/test/2023-07/Conic02_exp.sol,defihacklabs_incidents.json
2023-07-21,Conic Finance,Other,4200000.0,Read-only Reentrancy / Mixed Address Logic,True,"Protocol: Conic Finance
Date: July 21, 2023
Loss: $4,200,000
Vector: Read-only Reentrancy / Mixed Address Logic
Scenario: Double-rekt incident. Oracle assumed ETH was address 0xeee while Curve used WETH address for V2 pools, bypassing protection.
Reference: https://rekt.news/conic-finance-rekt/",rekt_news_extra.txt
2023-07-21,SUT,BSC,8000.0,Logic Flaw,True,src/test/2023-07/SUT_exp.sol,defihacklabs_incidents.json
2023-07-20,Utopia,BSC,119000.0,Weak RNG,True,src/test/2023-07/Utopia_exp.sol,defihacklabs_incidents.json
2023-07-20,FFIST,BSC,110000.0,Weak RNG,True,src/test/2023-07/FFIST_exp.sol,defihacklabs_incidents.json
2023-07-18,APEDAO,BSC,7000.0,Logic Flaw,True,src/test/2023-07/ApeDAO_exp.sol,defihacklabs_incidents.json
2023-07-18,BNO,BSC,505000.0,Logic Flaw,True,src/test/2023-07/BNO_exp.sol,defihacklabs_incidents.json
2023-07-17,NewFi,BSC,31000.0,Slippage,True,src/test/2023-07/NewFi_exp.sol,defihacklabs_incidents.json
2023-07-15,USDTStakingContract28,Ethereum,20999.0,Access Control,True,src/test/2023-07/USDTStakingContract28_exp.sol,defihacklabs_incidents.json
2023-07-14,Multichain (Rekt III),Other,103000000.0,Centralization / Custody Arrest,True,"Protocol: Multichain (Rekt III)
Date: July 14, 2023
Loss: $103,000,000
Vector: Centralization / Custody Arrest
Scenario: CEO Zhaojun arrested in China; he held all MPC keys. Infrastructure paralyzed, leading to further abnormal withdrawals.
Reference: https://rekt.news/multichain-r3kt/",rekt_news_extra.txt
2023-07-12,Platypus_,Avalanche,51000.0,Logic Flaw,True,src/test/2023-07/Platypus02_exp.sol,defihacklabs_incidents.json
2023-07-12,WGPT,BSC,80000.0,Logic Flaw,True,src/test/2023-07/WGPT_exp.sol,defihacklabs_incidents.json
2023-07-11,RodeoFinance,Arbitrum,888000.0,Price Manipulation,True,src/test/2023-07/RodeoFinance_exp.sol,defihacklabs_incidents.json
2023-07-11,Libertify,Polygon,452000.0,Reentrancy Attack,True,src/test/2023-07/Libertify_exp.sol,defihacklabs_incidents.json
2023-07-10,ArcadiaFi,Ethereum,400000.0,Reentrancy Attack,True,src/test/2023-07/ArcadiaFi_exp.sol,defihacklabs_incidents.json
2023-07-08,CIVNFT,Ethereum,180000.0,Access Control,True,src/test/2023-07/CIVNFT_exp.sol,defihacklabs_incidents.json
2023-07-08,Civfund,Ethereum,165000.0,Access Control,True,src/test/2023-07/Civfund_exp.sol,defihacklabs_incidents.json
2023-07-07,LUSD,BSC,9464.0,Price Manipulation,True,/src/test/2023-07/LUSD_exp.sol,defihacklabs_incidents.json
2023-07-06,Multichain (Rekt II),Other,126000000.0,Private Key Compromise / MPC Failure,True,"Protocol: Multichain (Rekt II)
Date: July 6, 2023
Loss: $126,000,000
Vector: Private Key Compromise / MPC Failure
Scenario: MPC addresses were abnormally drained of 50% of the FTM bridge and 80% of Moonriver bridge holdings.
Reference: https://rekt.news/multichain-rekt2/",rekt_news_extra.txt
2023-07-04,BambooIA,BSC,200.0,Price Manipulation,True,src/test/2023-07/Bamboo_exp.sol,defihacklabs_incidents.json
2023-07-04,BaoCommunity,Ethereum,46000.0,Logic Flaw,True,src/test/2023-07/Bao_exp.sol,defihacklabs_incidents.json
2023-07-03,AzukiDAO,Ethereum,69000.0,Signature Verification,True,src/test/2023-07/AzukiDAO_exp.sol,defihacklabs_incidents.json
2023-07-02,Poly Network (Rekt II),Other,4400000.0,Multisig Compromise (3-of-4),True,"Protocol: Poly Network (Rekt II)
Date: July 2, 2023
Loss: $4,400,000
Vector: Multisig Compromise (3-of-4)
Scenario: Compromised signers allowed the attacker to forge deposit proofs and withdraw funds across 10 chains.
Reference: https://rekt.news/poly-network-rekt2/",rekt_news_extra.txt
2023-06-30,Biswap,BSC,72000.0,Access Control,True,src/test/2023-06/Biswap_exp.sol,defihacklabs_incidents.json
2023-06-30,MyAi,BSC,2.0,Logic Flaw,True,src/test/2023-06/MyAi_exp.sol,defihacklabs_incidents.json
2023-06-28,Themis,Arbitrum,370000.0,Flash Loan Attack,True,src/test/2023-06/Themis_exp.sol,defihacklabs_incidents.json
2023-06-27,UnverifiedContr_9ad32,BSC,5955.0,Logic Flaw,True,src/test/2023-06/UnverifiedContr_9ad32_exp.sol,defihacklabs_incidents.json
2023-06-27,STRAC,BSC,12.0,Logic Flaw,True,src/test/2023-06/STRAC_exp.sol,defihacklabs_incidents.json
2023-06-23,SHIDO,BSC,997.0,Logic Flaw,True,src/test/2023-06/SHIDO_exp.sol,defihacklabs_incidents.json
2023-06-21,BabyDogeCoin02,BSC,441.0,Slippage,True,src/test/2023-06/BabyDogeCoin02_exp.sol,defihacklabs_incidents.json
2023-06-21,BUNN,BSC,52.0,Price Manipulation,True,src/test/2023-06//BUNN_exp.sol,defihacklabs_incidents.json
2023-06-20,MIMSpell,Ethereum,170000.0,Access Control,True,src/test/2023-06/MIMSpell_exp.sol,defihacklabs_incidents.json
2023-06-19,Contract_0x7657,Ethereum,20000.0,Logic Flaw,True,src/test/2023-06/Contract_0x7657_exp.sol,defihacklabs_incidents.json
2023-06-18,ARA,BSC,125000.0,Access Control,True,src/test/2023-06/ARA_exp.sol,defihacklabs_incidents.json
2023-06-17,Midas Capital (Rekt II),Other,600000.0,Rounding Bug / Precision Loss,True,"Protocol: Midas Capital (Rekt II)
Date: June 17, 2023
Loss: $600,000
Vector: Rounding Bug / Precision Loss
Scenario: Exploit on a BSC pool due to a rounding vulnerability in the redeem counter, similar to the Hundred Finance attack.
Reference: https://rekt.news/midas-rekt2/",rekt_news_extra.txt
2023-06-17,Pawnfi,Ethereum,820000.0,Logic Flaw,True,src/test/2023-06/Pawnfi_exp.sol,defihacklabs_incidents.json
2023-06-15,CFC,BSC,16000.0,Logic Flaw,True,src/test/2023-06/CFC_exp.sol,defihacklabs_incidents.json
2023-06-15,DEPUSDT_LEVUSDC,Ethereum,105000.0,Access Control,True,src/test/2023-06/DEPUSDT_LEVUSDC_exp.sol,defihacklabs_incidents.json
2023-06-12,Sturdy Finance,Other,800000.0,Read-only Reentrancy / Oracle Manipulation,True,"Protocol: Sturdy Finance
Date: June 12, 2023
Loss: $800,000
Vector: Read-only Reentrancy / Oracle Manipulation
Scenario: Price manipulation exploit on the SturdyOracle using a flash loan to manipulate the price of collateral tokens.
Reference: https://rekt.news/sturdy-rekt/",rekt_news_extra.txt
2023-06-11,Atlantis Loans,Other,2500000.0,Governance Attack / Malicious Upgrade,True,"Protocol: Atlantis Loans
Date: June 11, 2023
Loss: $2,500,000
Vector: Governance Attack / Malicious Upgrade
Scenario: Attacker voted through a proposal to gain control of token contracts and upgraded them to malicious versions. 
Reference: https://rekt.news/atlantis-loans-rekt/",rekt_news_extra.txt
2023-06-11,SellToken04,BSC,109000.0,Price Manipulation,True,src/test/2023-06/SELLC03_exp.sol,defihacklabs_incidents.json
2023-06-07,CompounderFinance,Ethereum,27174.0,Price Manipulation,True,src/test/2023-06/CompounderFinance_exp.sol,defihacklabs_incidents.json
2023-06-06,VINU,Ethereum,6000.0,Price Manipulation,True,src/test/2023-06/VINU_exp.sol,defihacklabs_incidents.json
2023-06-06,UN,BSC,26000.0,Price Manipulation,True,src/test/2023-06/UN_exp.sol,defihacklabs_incidents.json
2023-06-02,Atomic Wallet,Other,100000000.0,Private Key Compromise / Hot Wallet Breach,True,"Protocol: Atomic Wallet
Date: June 2, 2023
Loss: $100,000,000
Vector: Private Key Compromise / Hot Wallet Breach
Scenario: Indiscriminate draining of wallets across 13 chains. Attributed to Lazarus Group.
Reference: https://rekt.news/atomic-wallet-rekt/",rekt_news_extra.txt
2023-06-02,NST Simple Swap,Polygon,40000.0,Price Manipulation,True,src/test/2023-06/NST_exp.sol,defihacklabs_incidents.json
2023-06-01,DDCoin,BSC,300000.0,Access Control,True,src/test/2023-06/DDCoin_exp.sol,defihacklabs_incidents.json
2023-06-01,Cellframenet,BSC,76000.0,Logic Flaw,True,src/test/2023-06/Cellframe_exp.sol,defihacklabs_incidents.json
2023-05-31,ERC20TokenBank,Ethereum,111000.0,Price Manipulation,True,src/test/2023-05/ERC20TokenBank_exp.sol,defihacklabs_incidents.json
2023-05-29,Jimbo,Arbitrum,8000000.0,Price Manipulation,True,src/test/2023-05/Jimbo_exp.sol,defihacklabs_incidents.json
2023-05-29,BabyDogeCoin,BSC,135000.0,Slippage,True,src/test/2023-05/BabyDogeCoin_exp.sol,defihacklabs_incidents.json
2023-05-29,FAPEN,BSC,600.0,Logic Flaw,True,src/test/2023-05/FAPEN_exp.sol,defihacklabs_incidents.json
2023-05-29,NOON (NO),Ethereum,2000.0,Access Control,True,src/test/2023-05/NOON_exp.sol,defihacklabs_incidents.json
2023-05-28,Jimbo's Protocol,Other,7500000.0,Flash Loan / Price Manipulation,True,"Protocol: Jimbo's Protocol
Date: May 28, 2023
Loss: $7,500,000
Vector: Flash Loan / Price Manipulation
Scenario: shift() function lacked slippage control, allowing the attacker to manipulate the pool price and drain WETH liquidity during a rebalance on Arbitrum.
Reference: https://rekt.news/jimbo-rekt/",rekt_news_extra.txt
2023-05-25,GPT Token,BSC,42000.0,Logic Flaw,True,src/test/2023-05/GPT_exp.sol,defihacklabs_incidents.json
2023-05-24,Local Trade LCT,BSC,384.0,Access Control,True,src/test/2023-05/LocalTrader_exp.sol,defihacklabs_incidents.json
2023-05-24,CS Token,BSC,714000.0,Logic Flaw,True,src/test/2023-05/CS_exp.sol,defihacklabs_incidents.json
2023-05-23,LFI Token,Polygon,36000.0,Logic Flaw,True,src/test/2023-05/LFI_exp.sol,defihacklabs_incidents.json
2023-05-20,Tornado Cash Governance,Other,0.0,Governance Attack / Trojan Proposal,True,"Protocol: Tornado Cash Governance
Date: May 20, 2023
Loss: $0
Vector: Governance Attack / Trojan Proposal
Scenario: Malicious proposal used a hidden selfDestruct to reset a contract nonce and redeploy malicious code, seizing control of TORN governance.
Reference: https://rekt.news/tornado-gov-rekt/",rekt_news_extra.txt
2023-05-19,Swaprum,Other,3000000.0,Rugpull / Backdoor Function,True,"Protocol: Swaprum
Date: May 19, 2023
Loss: $3,000,000
Vector: Rugpull / Backdoor Function
Scenario: Reward contract upgraded to include a backdoor add() function that sent user LP tokens to the team's deployer wallet.
Reference: https://rekt.news/swaprum-rekt/",rekt_news_extra.txt
2023-05-14,landNFT,BSC,149616.0,Access Control,True,src/test/2023-05/landNFT_exp.sol,defihacklabs_incidents.json
2023-05-14,SellToken03,BSC,0.0,Incorrect Validation,True,src/test/2023-05/SELLC02_exp.sol,defihacklabs_incidents.json
2023-05-13,Bitpaidio,BSC,30000.0,Logic Flaw,True,src/test/2023-05/Bitpaidio_exp.sol,defihacklabs_incidents.json
2023-05-13,SellToken02,BSC,197000.0,Price Manipulation,True,src/test/2023-05/SellToken_exp.sol,defihacklabs_incidents.json
2023-05-12,LW,BSC,50000.0,Price Manipulation,True,src/test/2023-05/LW_exp.sol,defihacklabs_incidents.json
2023-05-11,SellToken01,BSC,95000.0,Logic Flaw,True,src/test/2023-05/SELLC_exp.sol,defihacklabs_incidents.json
2023-05-10,SNK,BSC,197000.0,Logic Flaw,True,src/test/2023-05/SNK_exp.sol,defihacklabs_incidents.json
2023-05-09,MCC,Ethereum,10.0,Reflection Token,True,src/test/2023-05/MultiChainCapital_exp.sol,defihacklabs_incidents.json
2023-05-09,HODL,Ethereum,2.3,Reflection Token,True,src/test/2023-05/HODLCapital_exp.sol,defihacklabs_incidents.json
2023-05-06,Melo,BSC,90000.0,Access Control,True,src/test/2023-05/Melo_exp.sol,defihacklabs_incidents.json
2023-05-05,DeFiLabs,Other,1600000.0,Rugpull / Backdoor Function,True,"Protocol: DeFiLabs
Date: May 5, 2023
Loss: $1,600,000
Vector: Rugpull / Backdoor Function
Scenario: Backdoor found in the project's staking contract on BSC, used to drain user funds.
Reference: https://rekt.news/defilabs-rekt/",rekt_news_extra.txt
2023-05-05,Deus DAO (Rekt III),Other,6500000.0,Logic Bug / Mis-ordered Burn Parameters,True,"Protocol: Deus DAO (Rekt III)
Date: May 5, 2023
Loss: $6,500,000
Vector: Logic Bug / Mis-ordered Burn Parameters
Scenario: burnFrom function parameters were mis-ordered in an upgrade, allowing attackers to seize control of user approvals.
Reference: https://rekt.news/deus-dao-r3kt/",rekt_news_extra.txt
2023-05-05,DEI,Arbitrum,5400000.0,Logic Flaw,True,src/test/2023-05/DEI_exp.sol,defihacklabs_incidents.json
2023-05-03,NeverFall,BSC,74000.0,Price Manipulation,True,src/test/2023-05/NeverFall_exp.sol,defihacklabs_incidents.json
2023-05-02,Level,BSC,1000000.0,Logic Flaw,True,src/test/2023-05/Level_exp.sol,defihacklabs_incidents.json
2023-05-01,Level Finance,Other,1100000.0,Logic Bug / claimMultiple Replay,True,"Protocol: Level Finance
Date: May 1, 2023
Loss: $1,100,000
Vector: Logic Bug / claimMultiple Replay
Scenario: Referral contract lacked an epoch check, allowing the attacker to repeatedly claim the same referral rewards.
Reference: https://rekt.news/level-finance-rekt/",rekt_news_extra.txt
2023-04-28,0vix,Polygon,2000000.0,Price Manipulation,True,src/test/2023-04/0vix_exp.sol,defihacklabs_incidents.json
2023-04-27,Silo finance,Ethereum,0.0,Logic Flaw,True,src/test/2023-04/silo_finance_exp.sol,defihacklabs_incidents.json
2023-04-26,Merlin DEX,Other,1800000.0,Rugpull / Malicious Implementation,True,"Protocol: Merlin DEX
Date: Apr 26, 2023
Loss: $1,800,000
Vector: Rugpull / Malicious Implementation
Scenario: zkSync-native DEX rugged users via max approvals granted to a team-controlled address during the launch event.
Reference: https://rekt.news/merlin-dex-rekt/",rekt_news_extra.txt
2023-04-24,Axioma,BSC,21.0,Logic Flaw,True,src/test/2023-04/Axioma_exp.sol,defihacklabs_incidents.json
2023-04-19,OLIFE,BSC,32.0,Reflection Token,True,src/test/2023-04/OLIFE_exp.sol,defihacklabs_incidents.json
2023-04-16,Swapos V2,Ethereum,468000.0,Logic Flaw,True,src/test/2023-04/Swapos_exp.sol,defihacklabs_incidents.json
2023-04-15,Hundred Finance (Rekt II),Other,7400000.0,Rounding Bug / Precision Loss,True,"Protocol: Hundred Finance (Rekt II)
Date: Apr 15, 2023
Loss: $7,400,000
Vector: Rounding Bug / Precision Loss
Scenario: Compound v2 fork on Optimism was exploited by donating WBTC to an empty hWBTC contract to inflate the exchange rate via rounding.
Reference: https://rekt.news/hundred-rekt2/",rekt_news_extra.txt
2023-04-13,Yearn Finance,Other,11600000.0,Logic Bug / Copy-Paste Oracle Error,True,"Protocol: Yearn Finance
Date: Apr 13, 2023
Loss: $11,600,000
Vector: Logic Bug / Copy-Paste Oracle Error
Scenario: 3-year-old copy/paste error in legacy iearn yUSDT (using USDC address) exploited to manipulate share prices and mint tokens.
Reference: https://rekt.news/yearn2-rekt/",rekt_news_extra.txt
2023-04-12,MetaPoint,BSC,820000.0,Access Control,True,src/test/2023-04/MetaPoint_exp.sol,defihacklabs_incidents.json
2023-04-11,Paribus,Arbitrum,100000.0,Reentrancy Attack,True,src/test/2023-04/Paribus_exp.sol,defihacklabs_incidents.json
2023-04-09,SushiSwap,Other,3300000.0,Logic Bug / Approval Leak,True,"Protocol: SushiSwap
Date: Apr 9, 2023
Loss: $3,300,000
Vector: Logic Bug / Approval Leak
Scenario: Vulnerability in the RouteProcessor2 contract allowed an attacker to drain user tokens via an insufficiently protected callback.
Reference: https://rekt.news/sushi-yoink-rekt/",rekt_news_extra.txt
2023-04-05,Sentiment,Arbitrum,1000000.0,Reentrancy Attack,True,src/test/2023-04/Sentiment_exp.sol,defihacklabs_incidents.json
2023-04-02,Allbridge,BSC,550000.0,Price Manipulation,True,src/test/2023-04/Allbridge_exp.sol,defihacklabs_incidents.json
2023-03-28,Safemoon,Other,8900000.0,Logic Bug / Public Burn Function,True,"Protocol: Safemoon
Date: Mar 28, 2023
Loss: $8,900,000
Vector: Logic Bug / Public Burn Function
Scenario: New upgrade left the burn() function publicly callable; attacker burned SFM from the LP to inflate the price before selling.
Reference: https://rekt.news/safemoon-rekt/",rekt_news_extra.txt
2023-03-28,Thena,BSC,10000.0,Logic Flaw,True,src/test/2023-03/Thena_exp.sol,defihacklabs_incidents.json
2023-03-26,Kokomo Finance,Other,4000000.0,Rugpull / Malicious Implementation,True,"Protocol: Kokomo Finance
Date: Mar 26, 2023
Loss: $4,000,000
Vector: Rugpull / Malicious Implementation
Scenario: Optimism-based lending protocol rugged users by upgrading its implementation to a malicious contract that siphoned WBTC.
Reference: https://rekt.news/kokomo-finance-rekt/",rekt_news_extra.txt
2023-03-25,DBW,BSC,24000.0,Logic Flaw,True,src/test/2023-03/DBW_exp.sol,defihacklabs_incidents.json
2023-03-22,BIGFI,BSC,30000.0,Reflection Token,True,src/test/2023-03/BIGFI_exp.sol,defihacklabs_incidents.json
2023-03-17,ParaSpace NFT,Ethereum,0.0,Flash Loan Attack,True,src/test/2023-03/paraspace_exp.sol,defihacklabs_incidents.json
2023-03-15,Poolz,BSC,390000.0,Overflow,True,src/test/2023-03/poolz_exp.sol,defihacklabs_incidents.json
2023-03-13,EulerFinance,Ethereum,200000000.0,Logic Flaw,True,src/test/2023-03/Euler_exp.sol,defihacklabs_incidents.json
2023-03-09,Hedera,Other,515000.0,Logic Bug / Smart Contract Service Vulnerability,True,"Protocol: Hedera
Date: Mar 9, 2023
Loss: $515,000
Vector: Logic Bug / Smart Contract Service Vulnerability
Scenario: Exploitation of the network's Smart Contract Service (SCS) allowed the attacker to drain HTS tokens from multiple DEXs (SaucerSwap, Pangolin, Heliswap).
Reference: https://rekt.news/hedera-rekt/",rekt_news_extra.txt
2023-03-08,Silvergate,Other,0.0,CEX Contagion / Bank Run,True,"Protocol: Silvergate
Date: Mar 8, 2023
Loss: $0
Vector: CEX Contagion / Bank Run
Scenario: Principal crypto banking provider announced voluntary liquidation due to FTX contagion and regulatory pressure.
Reference: https://rekt.news/silvergate-rekt/",rekt_news_extra.txt
2023-03-08,DKP,BSC,80000.0,Price Manipulation,True,src/test/2023-03/DKP_exp.sol,defihacklabs_incidents.json
2023-03-07,Phoenix,Polygon,100000.0,Access Control,True,src/test/2023-03/Phoenix_exp.sol,defihacklabs_incidents.json
2023-02-27,LaunchZone,BSC,320000.0,Access Control,True,src/test/2023-02/LaunchZone_exp.sol,defihacklabs_incidents.json
2023-02-27,swapX,BSC,1000000.0,Access Control,True,src/test/2023-02/SwapX_exp.sol,defihacklabs_incidents.json
2023-02-24,EFVault,Ethereum,5100000.0,Storage Collision,True,src/test/2023-02/EFVault_exp.sol,defihacklabs_incidents.json
2023-02-22,DYNA,BSC,21000.0,Logic Flaw,True,src/test/2023-02/DYNA_exp.sol,defihacklabs_incidents.json
2023-02-20,Hope Finance,Other,1860000.0,Rugpull / Malicious Router,True,"Protocol: Hope Finance
Date: Feb 20, 2023
Loss: $1,860,000
Vector: Rugpull / Malicious Router
Scenario: Multisig-approved update pointed the protocol to a fake router contract, which redirected user funds to the attacker during a ""swap"".
Reference: https://rekt.news/hope-finance-rekt/",rekt_news_extra.txt
2023-02-18,RevertFinance,Ethereum,30000.0,Arbitrary Call,True,src/test/2023-02/RevertFinance_exp.sol,defihacklabs_incidents.json
2023-02-17,Dexible,Other,2000000.0,Logic Bug / Controllable Router,True,"Protocol: Dexible
Date: Feb 17, 2023
Loss: $2,000,000
Vector: Logic Bug / Controllable Router
Scenario: selfSwap function lacked router address verification, allowing the attacker to call transferFrom on arbitrary token contracts for users with active approvals.
Reference: https://rekt.news/dexible-rekt/",rekt_news_extra.txt
2023-02-17,Starlink,BSC,12000.0,Logic Flaw,True,src/test/2023-02/Starlink_exp.sol,defihacklabs_incidents.json
2023-02-17,Platypusdefi,Avalanche,8500000.0,Logic Flaw,True,src/test/2023-02/Platypus_exp.sol,defihacklabs_incidents.json
2023-02-16,Platypus Finance (Rekt I),Other,8500000.0,Logic Bug / Solvency Check Bypass,True,"Protocol: Platypus Finance (Rekt I)
Date: Feb 16, 2023
Loss: $8,500,000
Vector: Logic Bug / Solvency Check Bypass
Scenario: Emergency withdrawal function failed to check for borrowed USP debt, allowing the attacker to withdraw collateral while keeping the debt.
Reference: https://rekt.news/platypus-finance-rekt/",rekt_news_extra.txt
2023-02-10,dForce Network (Rekt II),Other,3650000.0,Read-only Reentrancy / Virtual Price Manipulation,True,"Protocol: dForce Network (Rekt II)
Date: Feb 10, 2023
Loss: $3,650,000
Vector: Read-only Reentrancy / Virtual Price Manipulation
Scenario: Multi-chain attack on Arbitrum and Optimism exploiting read-only reentrancy in Curve's get_virtual_price() to manipulate dForce oracles.
Reference: https://rekt.news/dforce-network-rekt/",rekt_news_extra.txt
2023-02-10,Sheep,BSC,3000.0,Reflection Token,True,src/test/2023-02/Sheep_exp.sol,defihacklabs_incidents.json
2023-02-07,CowSwap,Ethereum,120000.0,Arbitrary Call,True,src/test/2023-02/CowSwap_exp.sol,defihacklabs_incidents.json
2023-02-06,FDP,BSC,16.0,Reflection Token,True,src/test/2023-02/FDP_exp.sol,defihacklabs_incidents.json
2023-02-03,Spherax USDs,Arbitrum,309000.0,Logic Flaw,True,src/test/2023-02/USDs_exp.sol,defihacklabs_incidents.json
2023-02-03,Orion Protocol,Ethereum,3000000.0,Reentrancy Attack,True,src/test/2023-02/Orion_exp.sol,defihacklabs_incidents.json
2023-02-02,Orion Protocol,Other,3000000.0,Reentrancy / Logic Bug,True,"Protocol: Orion Protocol
Date: Feb 2, 2023
Loss: $3,000,000
Vector: Reentrancy / Logic Bug
Scenario: Fake token (ATK) with reentrancy hook in its transfer function allowed the attacker to double-count stablecoin deposits in the aggregate exchange.
Reference: https://rekt.news/orion-protocol-rekt/",rekt_news_extra.txt
2023-02-02,BonqDAO,Polygon,88000000.0,Price Manipulation,True,src/test/2023-02/BonqDAO_exp.sol,defihacklabs_incidents.json
2023-02-01,BonqDAO,Other,120000000.0,Oracle Manipulation / Tellor Stake Attack,True,"Protocol: BonqDAO
Date: Feb 1, 2023
Loss: $120,000,000
Vector: Oracle Manipulation / Tellor Stake Attack
Scenario: Attacker manipulated the Tellor price feed for WALBT by staking 10 TRB and manually submitting values, then minted 100M BEUR against the fake price.
Reference: https://rekt.news/bonq-rekt/",rekt_news_extra.txt
2023-01-30,BEVO,BSC,144.0,Reflection Token,True,src/test/2023-01/BEVO_exp.sol,defihacklabs_incidents.json
2023-01-26,TINU,Ethereum,22.0,Reflection Token,True,src/test/2023-01/TINU_exp.sol,defihacklabs_incidents.json
2023-01-19,SHOCO,Ethereum,4.0,Reflection Token,True,src/test/2023-01/SHOCO_exp.sol,defihacklabs_incidents.json
2023-01-19,ThoreumFinance,BSC,2000.0,Logic Flaw,True,src/test/2023-01/ThoreumFinance_exp.sol,defihacklabs_incidents.json
2023-01-18,QTNToken,Ethereum,2.0,Logic Flaw,True,src/test/2023-01/QTN_exp.sol,defihacklabs_incidents.json
2023-01-18,UPSToken,Ethereum,22.0,Logic Flaw,True,src/test/2023-01/Upswing_exp.sol,defihacklabs_incidents.json
2023-01-17,OmniEstate,BSC,70000.0,Incorrect Validation,True,src/test/2023-01/OmniEstate_exp.sol,defihacklabs_incidents.json
2023-01-16,MidasCapital,Polygon,650000.0,Reentrancy Attack,True,src/test/2023-01/Midas_exp.sol,defihacklabs_incidents.json
2023-01-15,Midas Capital (Rekt I),Other,660000.0,Read-only Reentrancy / Oracle Manipulation,True,"Protocol: Midas Capital (Rekt I)
Date: Jan 15, 2023
Loss: $660,000
Vector: Read-only Reentrancy / Oracle Manipulation
Scenario: Exploited WMATIC-stMATIC Curve LP oracle via read-only reentrancy during liquidity removal to borrow excessive assets.
Reference: https://rekt.news/midas-capital-rekt/",rekt_news_extra.txt
2023-01-11,UFDao,BSC,90000.0,Misconfiguration,True,src/test/2023-01/UFDao_exp.sol,defihacklabs_incidents.json
2023-01-11,RoeFinance,Ethereum,80000.0,Price Manipulation,True,src/test/2023-01/RoeFinance_exp.sol,defihacklabs_incidents.json
2023-01-10,BRA,BSC,224000.0,Logic Flaw,True,src/test/2023-01/BRA_exp.sol,defihacklabs_incidents.json
2023-01-03,GDS,BSC,180000.0,Logic Flaw,True,src/test/2023-01/GDS_exp.sol,defihacklabs_incidents.json
2022-12-30,DFS,BSC,1450.0,Incorrect Validation,True,src/test/2022-12/DFS_exp.sol,defihacklabs_incidents.json
2022-12-29,JAY,Ethereum,15.32,Reentrancy Attack,True,src/test/2022-12/JAY_exp.sol,defihacklabs_incidents.json
2022-12-25,Rubic,Ethereum,1500000.0,Arbitrary Call,True,src/test/2022-12/Rubic_exp.sol,defihacklabs_incidents.json
2022-12-23,Defrost,Avalanche,170000.0,Reentrancy Attack,True,src/test/2022-12/Defrost_exp.sol,defihacklabs_incidents.json
2022-12-16,Raydium,Other,4400000.0,Admin Key Compromise / Trojan Attack,True,"Protocol: Raydium
Date: Dec 16, 2022
Loss: $4,400,000
Vector: Admin Key Compromise / Trojan Attack
Scenario: Pool owner authority compromised (suspected trojan), allowing the attacker to drain protocol fees and liquidity from Solana-based pools.
Reference: https://rekt.news/raydium-rekt/",rekt_news_extra.txt
2022-12-14,Nmbplatform,BSC,76000.0,Price Manipulation,True,src/test/2022-12/Nmbplatform_exp.sol,defihacklabs_incidents.json
2022-12-14,FPR,BSC,29000.0,Access Control,True,src/test/2022-12/FPR_exp.sol,defihacklabs_incidents.json
2022-12-13,ElasticSwap,Ethereum,845000.0,Logic Flaw,True,src/test/2022-12/ElasticSwap_exp.sol,defihacklabs_incidents.json
2022-12-12,BGLD (Deflationary token),BSC,18000.0,Price Manipulation,True,src/test/2022-12/BGLD_exp.sol,defihacklabs_incidents.json
2022-12-11,Lodestar Finance,Other,6500000.0,Oracle Manipulation / GLP Donation,True,"Protocol: Lodestar Finance
Date: Dec 11, 2022
Loss: $6,500,000
Vector: Oracle Manipulation / GLP Donation
Scenario: Attacker manipulated the plvGLP oracle price by donating assets to the GlpDepositor contract, then borrowed against the inflated collateral.
Reference: https://rekt.news/lodestar-rekt/",rekt_news_extra.txt
2022-12-11,MEVbot_0x28d9,Ethereum,2000.0,Logic Flaw,True,src/test/2022-12/MEVbot_0x28d9_exp.sol,defihacklabs_incidents.json
2022-12-10,MU&MUG,Avalanche,57000.0,Price Manipulation,True,src/test/2022-12/MUMUG_exp.sol,defihacklabs_incidents.json
2022-12-10,TIFIToken,BSC,87.0,Price Manipulation,True,src/test/2022-12/TIFI_exp.sol,defihacklabs_incidents.json
2022-12-09,NOVAToken,BSC,330.0,Social Engineering,True,src/test/2022-12/NovaExchange_exp.sol,defihacklabs_incidents.json
2022-12-07,AES (Deflationary token),BSC,60000.0,Price Manipulation,True,src/test/2022-12/AES_exp.sol,defihacklabs_incidents.json
2022-12-05,RFB,BSC,12.0,Weak RNG,True,src/test/2022-12/RFB_exp.sol,defihacklabs_incidents.json
2022-12-05,BBOX,BSC,12000.0,Price Manipulation,True,src/test/2022-12/BBOX_exp.sol,defihacklabs_incidents.json
2022-12-02,OverNight,Avalanche,170000.0,Flash Loan Attack,True,src/test/2022-12/Overnight_exp.sol,defihacklabs_incidents.json
